device_type,device_id,aircraft_model,registration,cn,tracked,identified,aircraft_type
O,B9A0B8,VSO-10,OK-0512,,Y,Y,1
O,B9A188,Paraglider,mik42,,Y,Y,6
O,B9A21C,Paraglider,54789,,Y,Y,6
O,B9A238,UFO,INO-011,SCS,Y,Y,6
O,B9A244,UFO,SGP-05,G05,Y,Y,6
F,B9A254,Paraglider,Frax,Frx,Y,Y,6
O,B9A2B8,Cirrus Std,OK-3004,E,Y,Y,1
O,B9A2C0,UFO,SGP-01,G01,Y,Y,6
O,BA3976,Ka-8,D-9155,55,Y,Y,1
F,BA7471,Paraglider,,,Y,Y,6
O,BAABAA,DR-300,,Tug,Y,Y,2
O,BAB501,Different Aircraft,BABS-M,BAB,Y,Y,1
O,BABE18,IS-28B2,HA5002,IS,Y,Y,1
O,BABE69,Paraglider,Delta,69,Y,Y,6
O,BADA22,Paraglider,wassx,,Y,Y,6
O,BADA55,Paraglider,Sigma,6,Y,Y,6
O,BADADD,Unknown,TEMP,ZZZ,Y,Y,6
O,BADDAD,Paraglider,Trip7,,Y,Y,6
O,BADDAE,Paraglider,Trip7Q,,Y,Y,6
O,BB1124,Paraglider,SZ-2017,BB.,Y,Y,6
F,BB5F78,L 13 SEH Vivat,,,Y,Y,1
O,BC75DC,Ultralight,F-JCVP,VP,Y,Y,3
F,BCB3D6,ASK-21,D-5417,17,Y,Y,1
O,BE9D6C,Ultralight,F-CRXF,XF,Y,Y,3
O,BF82D0,UFO,IGC-43,43,Y,Y,6
O,BF82E0,UFO,IGC-30,30,Y,Y,6
O,BF82F8,UFO,IGC-13,13,Y,Y,6
O,BF8308,UFO,IGC-7,7,Y,Y,6
O,BF8334,UFO,IGC-52,52,Y,Y,6
O,BF9074,UFO,IGC-37,37,Y,Y,6
O,BF9084,UFO,IGC-22,22,Y,Y,6
O,BF9098,UFO,IGC-9,9,Y,Y,6
O,BF90A0,Unknown,TEST0A0,,Y,Y,6
O,BF90F8,UFO,IGC-84,84,Y,Y,6
O,BF9174,UFO,IGC-85,85,Y,Y,6
O,BF920C,UFO,IGC-32,32,Y,Y,6
O,BFE5E4,Kestrel,G-DCZU,826,Y,Y,1
O,BFE5E5,SZD-9 Bocian,G-DCNM,CNM,Y,Y,1
O,BFE5FC,SZD-48-3 Jantar Std 3,RF00520,77,Y,Y,1
O,BFED84,PIK-15 Hinu,OH-XHM,OHM,Y,Y,2
F,C00000,ASG-29E,D-KCTC,TC,Y,Y,1
O,C0013F,DG-400,C-FAMG,,Y,Y,1
F,C00174,LS-4,C-FAOH,DW,Y,Y,1
F,C0017F,LS-4,C-FAOS,SO,Y,Y,1
F,C001DF,ASK-21,,ASK,Y,Y,1
F,C00212,Cessna 305,C-FAUJ,,Y,Y,2
F,C0022E,PA-25 Pawnee,C-GAVL,AVL,Y,Y,2
F,C002F5,Libelle Std,C-FBDC,DC,Y,Y,1
F,C003AB,LS-6,C-FBKC,KC,Y,Y,1
F,C003B6,ASW-20,C-FBKN,MR,Y,Y,1
F,C003E7,PIK-20 B,cfbmk,BMK,Y,Y,1
I,C0041E,Libelle Std,C-FBON,BON,Y,Y,1
F,C00452,ASK-13,C-FBQN,BQN,Y,Y,1
F,C0059A,Discus 2,C-FCDD,DD,Y,Y,1
F,C006C1,SGS 1-34,C-FCOM,,Y,Y,1
F,C007BE,SZD-55,C-FCYF,AT,Y,Y,1
F,C0080B,LAK-17B FES,C-FDBE,DB,Y,Y,1
F,C0088C,DG-600,C-FDGD,BM,Y,Y,1
I,C009E3,PIK-20 E,C-FDTI,DTI,Y,Y,1
F,C00A0E,SGS 1-34,C-FDUZ,DUZ,Y,Y,1
I,C00BF4,Libelle Std,C-FENR,GA,Y,Y,1
F,C00C38,DG-300,C-FEQH,A7,Y,Y,1
I,C00C6D,Cessna 152,C-FESI,,Y,Y,2
I,C00CC5,Cessna 172,C-FEVS,,Y,Y,2
I,C00E87,Arcus T,CFFNA,"NA",Y,Y,1
F,C00EAA,JS-3 15M,,HAB,Y,Y,1
F,C0109A,Astir CS,C-FLSC,,Y,Y,1
I,C010CD,Cessna 152,C-FGJK,,Y,Y,2
F,C01106,DG-505,,GLP,Y,Y,1
F,C01163,ASW-20,C-FGPE,PE,Y,Y,1
F,C0123B,Ka-6 cr,C-FGXM,XM,Y,Y,1
I,C01712,DG-300,C-FITD,ITD,Y,Y,1
F,C017DF,,,,Y,N,2
O,C01921,Ultralight,F-JDWL,WL,Y,Y,3
F,C01C4F,Phoebus,C-FKSS,KS,Y,Y,1
F,C01DDE,Libelle Std,C-FLIB,64,Y,Y,1
F,C01EA5,PIK-20 B,C-FLPS,74,Y,Y,1
F,C01ECC,PIK-20 B,C-FLRF,RF,Y,Y,1
F,C020AD,SZD-50 Puchacz,C-FMJS,MJS,Y,Y,1
F,C02293,SZD-48-1 Jantar Std 2,C-FNCK,W2,Y,Y,1
I,C02361,ASW-24,C-FNKI,NKI,Y,Y,1
I,C02487,ASW-20,C-FNVQ,VQ,Y,Y,1
F,C027F7,Std. Austria SH1,C-FPDM,SL,Y,Y,1
F,C028EA,ASW-24,C-FPMV,WW,Y,Y,1
I,C02B3D,Libelle Std,C-FQJS,FL,Y,Y,1
F,C02E4C,Duo Discus xl,C-FRNV,RNV,Y,Y,1
F,C0314D,HPH 304S Shark,C-FSRK,W6,Y,Y,1
F,C031EC,SZD-51 Junior,C-FSXN,SXN,Y,Y,1
F,C03230,ASH-31 MI,C-FTAD,AD,Y,Y,1
F,C033B8,SZD-41 Jantar Std,C-FTPF,L8,Y,Y,1
I,C03433,PA-25 Pawnee,C-FTTY,TTY,Y,Y,2
I,C03436,LS-1 c,C-FTUB,TUB,Y,Y,1
F,C034BC,Pegase,C-FTZF,ZF,Y,Y,1
F,C034D0,ASW-19,C-FTZZ,T7,Y,Y,1
F,C03745,ASK-21,C-FUYE,UYE,Y,Y,1
F,C037B6,PZL Krosno KR-03 Puchatek,C-FVCN,VCN,Y,Y,1
I,C03910,Cessna 172,C-FVPV,,Y,Y,2
F,C03925,SZD-55,C-FVQQ,40,Y,Y,1
I,C03A32,Cessna 172,C-FWAZ,,Y,Y,2
I,C03B2E,ASW-27,C-FWKR,MZ,Y,Y,1
F,C03BE6,DG-1000,C-FWRT,WRT,Y,Y,1
F,C03CFE,ASK-21,C-GXCN,CN,Y,Y,1
F,C03EA8,Ka-6 e,C-FXSX,6E,Y,Y,1
I,C03F06,LS-6,c-fxwn,S6,Y,Y,1
I,C0406A,Cessna 152,C-FYKF,,Y,Y,2
F,C042CE,Discus,C-FZHT,KLL,Y,Y,1
I,C043EC,LAK-17B FES,C-FZST,ST,Y,Y,1
I,C04467,PA-25 Pawnee,C-FZXM,,Y,Y,2
F,C0470F,Cessna 305,C-GAXQ,,Y,Y,2
I,C04791,Cessna 152,C-GBCQ,,Y,Y,2
I,C047C5,IS-29D2,CGBEQ,EQ,Y,Y,1
I,C047CF,Cessna 172,C-GBFA,,Y,Y,2
I,C047D8,Cessna 172,C-GBFJ,,Y,Y,2
I,C047E0,Cessna 172,C-GBFR,,Y,Y,2
I,C0484D,Cessna 152,C-GBJW,,Y,Y,2
F,C0484F,Blanik,C-GBJY,,Y,Y,1
F,C048A9,Cessna 150,,BNK,Y,Y,2
I,C04924,Cessna 172,C-GBSD,,Y,Y,2
I,C0492C,Cessna 172,C-GBSL,,Y,Y,2
F,C04974,PW-5,C-GBVF,W5,Y,Y,1
F,C0497D,PW-5,C-GBVO,BVO,Y,Y,1
F,C049A1,PA-25 Pawnee,C-GBWY,BWY,Y,Y,2
I,C04A18,Cessna 172,C-GCBN,,Y,Y,2
I,C04A82,Discus 2cT,CGCFP,CFP,Y,Y,1
F,C04CC3,SZD-48-1 Jantar Std 2,C-GDBU,G2,Y,Y,1
I,C04D8F,Janus CM,C-GDJQ,DJQ,Y,Y,1
I,C04E3F,Bellanca Citabria,C-GDQK,DQK,Y,Y,2
F,C04E76,SZD-55,C-GDSN,AF1,Y,Y,1
I,C04EAB,Duo Discus,C-GDUO,DUO,Y,Y,1
F,C04EFE,PIK-20 B,C-GDXT,KM,Y,Y,1
F,C04F02,ASK-21,C-GDXX,XX,Y,Y,1
F,C04F0D,PA-25 Pawnee,C-GDYI,DYI,Y,Y,2
F,C04F0E,ASK-21,C-GDYJ,YJ,Y,Y,1
F,C05120,PIK-20 B,C-GEST,EL,Y,Y,1
I,C051A0,ASW-20,C-GEXR,B5,Y,Y,1
F,C05205,SZD-42 Jantar 2/2b,C-GFBO,FBO,Y,Y,1
F,C05254,ASW-20,C-GFEP,EB,Y,Y,1
F,C05257,LAK-17B FES,C-GFES,17B,Y,Y,1
I,C05358,PIK-20 D,C-GFOP,OP,Y,Y,1
F,C0535A,ASW-20,C-GFOR,OR,Y,Y,1
I,C053C0,Cessna 172,C-GFSP,,Y,Y,2
F,C053DC,Ventus,C-GFTR,F2,Y,Y,1
I,C053E3,Cessna 172,CGFTY,,Y,Y,2
F,C053F2,PIK-20 D,C-GFUN,O2,Y,Y,1
F,C053F9,DG-800,CGFUU,BZ,Y,Y,1
F,C054C7,ASW-19,C-GGCS,68,Y,Y,1
F,C054D9,PA-25 Pawnee,C-GGDK,GDK,Y,Y,2
I,C05524,PA-28,C-GGGH,,Y,Y,2
F,C05568,SZD-55,C-GGIX,IX,Y,Y,1
F,C0557F,SZD-51 Krokus,C-GGJU,JU,Y,Y,1
F,C056EA,Cirrus Std,C-GGXT,XT,Y,Y,1
F,C05948,Ventus,C-GHVB,99,Y,Y,1
F,C05992,Glasflugel H301,,,Y,Y,1
I,C059D3,Twin Astir II,C-GIAK,IAK,Y,Y,1
F,C059F6,SZD-51 Junior,C-GIBT,BT,Y,Y,1
F,C05A62,Blanik,C-GIFX,IFX,Y,Y,1
I,C05AF4,Cessna 172,C-GILN,,Y,Y,2
I,C05B2D,Cessna 172,C-GINS,,Y,Y,2
I,C05B33,PIK-20 D,C-GINY,GY,Y,Y,1
F,C05C66,LS-4,,ZT,Y,Y,1
F,C05CBA,SZD-50 Puchacz,C-GJCZ,JCZ,Y,Y,1
F,C05CD7,LS-1,CGJEC,E2,Y,Y,1
F,C05D69,SGS 1-35,C-GJJS,JS,Y,Y,1
F,C05D7A,PW-5,C-GJKJ,KJ,Y,Y,1
F,C05E4A,ASW-27,C-GJSJ,2W,Y,Y,1
F,C05EC3,SZD-50 Puchacz,C-GJXA,JXA,Y,Y,1
F,C05EC9,,,,N,N,1
F,C05F2A,ASW-15,C-GKAZ,KAZ,Y,Y,1
F,C05FDB,ASW-24,C-GKHU,M7,Y,Y,1
F,C05FF1,ASK-21,,KIQ,Y,Y,1
F,C06037,Astir CS,C-GKLI,,Y,Y,1
I,C06092,Cessna 172,C-GKOV,,Y,Y,2
F,C060F8,LAK-17 A,C-GKST,ST2,Y,Y,1
F,C06170,Bellanca Citabria,C-GKXJ,KXJ,Y,Y,2
F,C0621C,ASK-21,C-GLDZ,LDZ,Y,Y,1
F,C06230,LET L-33 Solo,C-GGHC,GHC,Y,Y,1
F,C06253,PZL Krosno KR-03 Puchatek,C-GLGC,LGC,Y,Y,1
F,C06271,Cirrus Std,C-GLHG,HG,Y,Y,1
F,C06295,LS-3,C-GLIQ,53,Y,Y,1
F,C062C8,Kestrel,,,Y,Y,1
F,C0676C,LS-6,C-GNEH,EH,Y,Y,1
F,C067BC,Ka-6 cr,C-GNHJ,NHJ,Y,Y,1
I,C067D9,DG-1000,C-GNIM,NIM,Y,Y,1
F,C06914,SZD-55,C-GNUP,55,Y,Y,1
I,C06978,PA-28,C-GNYL,,Y,Y,2
F,C06990,Bellanca Citabria,,,Y,Y,2
F,C069C0,miniLAK FES,C-GOBF,SL,Y,Y,1
I,C069DC,PA-28,C-GOCH,,Y,Y,2
F,C06A0C,SZD-55,,TJ,Y,Y,1
I,C06A26,Cessna 172,C-GOFD,,Y,Y,2
I,C06A81,Cessna 172,C-GOIQ,,Y,Y,2
I,C06B5F,PIK-20 B,C-GORE,GP,Y,Y,1
I,C06B86,PA-30 Twin Comanche,C-GOSR,,Y,Y,2
I,C06C83,Bellanca Scout,C-GPCK,PCK,Y,Y,2
I,C06D39,Cessna 172,C-GPJK,,Y,Y,2
F,C06D62,SZD-54 Perkoz,C-GPKZ,PKZ,Y,Y,1
F,C06DA4,SZD-51 Junior,C-GPNN,PNN,Y,Y,1
I,C06EDF,LS-4,C-GPZQ,84,Y,Y,1
I,C06EE2,PA-28,C-GPZT,,Y,Y,2
O,C06EF0,UFO,G-HTFU,,Y,Y,6
F,C06FC0,Bellanca Citabria,C-GQIH,QIH,Y,Y,2
F,C071CB,PIK-20 B,RCK,CK,Y,Y,1
F,C071DA,ASW-20,C-GRCZ,RD,Y,Y,1
I,C07219,Cessna 172,C-GRFK,,Y,Y,2
I,C073C1,SGS 2-33A,C-GRVS,RVS,Y,Y,1
F,C073F3,ASW-15,C-GRXQ,RXQ,Y,Y,1
F,C0741E,Duo Discus,C-GRZH,ZH,Y,Y,1
F,C074BE,PA-25 Pawnee,C-GSFL,SFL,Y,Y,2
F,C076A9,PA-25 Pawnee,C-GSYI,SYI,Y,Y,2
F,C07824,Astir Club,C-GTMX,TMX,Y,Y,1
F,C0789B,ASW-20,C-GTRM,RM,Y,Y,1
I,C07978,ASW-19,C-GTZZ,T7,Y,Y,1
F,C079D3,PIK-20 B,C-FUDM,UDM,Y,Y,1
F,C07A68,SZD-41 Jantar Std,C-GUJF,AL,Y,Y,1
F,C07A69,SZD-41 Jantar Std,,UJG,Y,Y,1
I,C07A75,A380,C-GUJS,,Y,Y,1
F,C07BB0,ASG-29E,C-GUVV,VV,Y,Y,1
I,C07CDC,Astir CS-77,C-GVHJ,VHJ,Y,Y,1
I,C07DA9,LAK-17 A,C-GVPG,PG,Y,Y,1
F,C07DF9,DG-505,C-GVSI,SI,Y,Y,1
F,C07DFA,Astir Club,C-GVSJ,VSJ,Y,Y,1
F,C07DFC,Blanik,C-GVSL,VSL,Y,Y,1
F,C07E1C,SZD-55,C-GVTR,TR,Y,Y,1
I,C07E83,Twin Astir I,C-GVXQ,VXQ,Y,Y,1
F,C08036,ASW-27,C-GWOJ,GH,Y,Y,1
F,C081B6,SZD-55,C-GXDD,2D,Y,Y,1
F,C0826C,Cessna 150,,XKD,Y,Y,2
F,C08275,SZD-59 Acro,C-GXKM,,Y,Y,1
I,C082A2,Cessna 172,C-GXMF,,Y,Y,2
F,C08303,ASK-21,C-GXPY,XPY,Y,Y,1
F,C083A9,PA-25 Pawnee,C-GXWI,XWI,Y,Y,2
I,C084FE,Cessna 152,C-GYJL,,Y,Y,2
I,C085E3,Maule M-7-235,C-GYSG,YSG,Y,Y,2
I,C085EB,SGS 1-35,GYSO,K9,Y,Y,1
I,C0863F,Cessna 152,C-GYVU,,Y,Y,2
F,C086E1,SZD-51 Junior,C-GZCA,JR,Y,Y,1
I,C08742,LAK-17 A,C-GZFT,W7,Y,Y,1
F,C0878A,Discus 2,C-GZIN,IN,Y,Y,1
I,C0879C,Cessna 152,C-GZJF,,Y,Y,2
I,C088F1,Cessna 152,C-GZWI,,Y,Y,2
I,C088F3,Cessna 172,C-GZWK,,Y,Y,2
I,C09F9D,Ultralight,C-IILO,,Y,Y,3
I,C0A9F5,Ikarus C42 B,C-IMJK,,Y,Y,3
O,C0EA34,SZD-48-3 Jantar Std 3,SO,SO,Y,Y,1
F,C12D63,UFO,EC-AC7,AC7,Y,Y,6
F,C141D3,Antares 20 E,D-KAXC,AC,Y,Y,1
O,C14FDC,Paraglider,,,Y,Y,6
O,C14FF8,Paraglider,,,Y,Y,6
O,C1DF60,Ka-6 cr,HA-4022,Z,Y,Y,1
O,C1FF2B,SZD-41 Jantar Std,,,Y,Y,1
O,C20EEF,Ka-2,D-5598,598,Y,Y,1
F,C21048,HangGlider,"NA",CD,Y,Y,6
F,C22813,AVo 68 Samburo,D-krgd,,Y,Y,1
O,C25128,Paraglider,C25128,,Y,Y,6
F,C2B04A,Towplane,D-KSSS,KS,Y,Y,2
O,C30720,UFO,IGC-86,86,Y,Y,6
O,C30728,UFO,IGC-87,87,Y,Y,6
O,C30734,UFO,IGC-88,88,Y,Y,6
O,C3074C,UFO,IGC-25,25,Y,Y,6
O,C30750,UFO,IGC-89,89,Y,Y,6
O,C30758,UFO,IGC-45,45,Y,Y,6
O,C30764,UFO,IGC-90,90,Y,Y,6
O,C3076C,UFO,IGC-12,12,Y,Y,6
O,C30774,UFO,IGC-10,10,Y,Y,6
O,C3079C,UFO,IGC-36,36,Y,Y,6
O,C307A4,UFO,IGC-29,29,Y,Y,6
O,C307BC,UFO,IGC-35,35,Y,Y,6
O,C307D0,UFO,IGC-6,6,Y,Y,6
O,C307D4,UFO,IGC-50,50,Y,Y,6
O,C307D8,UFO,IGC-41,41,Y,Y,6
O,C307DC,UFO,IGC-91,91,Y,Y,6
O,C307E0,UFO,IGC-92,92,Y,Y,6
O,C307F0,MS-893 Commodore,D-EHRP,GC,Y,Y,2
O,C307F4,UFO,IGC-4,4,Y,Y,6
O,C307F8,UFO,IGC-93,93,Y,Y,6
O,C3080C,UFO,IGC-18,18,Y,Y,6
O,C30810,UFO,IGC-17,17,Y,Y,6
O,C30814,UFO,IGC-94,94,Y,Y,6
O,C30824,UFO,IGC-24,24,Y,Y,6
O,C30830,UFO,IGC-3,3,Y,Y,6
O,C30838,UFO,IGC-95,95,Y,Y,6
O,C30840,UFO,IGC-96,96,Y,Y,6
O,C30843,LS-1 f,LKMKTST,TST,Y,Y,1
O,C30844,UFO,IGC-97,97,Y,Y,6
O,C30848,UFO,IGC-98,98,Y,Y,6
O,C3084C,UFO,IGC-53,53,Y,Y,6
O,C30854,UFO,IGC-99,99,Y,Y,6
O,C30864,UFO,IGC-100,100,Y,Y,6
O,C30870,UFO,IGC-19,19,Y,Y,6
O,C3087C,UFO,IGC-44,44,Y,Y,6
O,C3088C,UFO,IGC-16,16,Y,Y,6
O,C30898,UFO,IGC-101,101,Y,Y,6
O,C308B0,UFO,IGC-34,34,Y,Y,6
O,C308C4,UFO,IGC-102,102,Y,Y,6
O,C308D4,UFO,IGC-28,28,Y,Y,6
O,C308DC,UFO,IGC-103,103,Y,Y,6
O,C308E4,UFO,IGC-48,48,Y,Y,6
O,C308E8,UFO,IGC-47,47,Y,Y,6
O,C308FC,UFO,IGC-104,104,Y,Y,6
O,C30904,UFO,IGC-105,105,Y,Y,6
O,C30910,UFO,IGC-2,2,Y,Y,6
O,C30914,UFO,IGC-46,46,Y,Y,6
O,C30918,UFO,IGC-106,106,Y,Y,6
O,C3091C,UFO,IGC-107,107,Y,Y,6
O,C30930,UFO,IGC-108,108,Y,Y,6
O,C30934,UFO,IGC-8,8,Y,Y,6
O,C3093C,UFO,IGC-49,49,Y,Y,6
O,C3094C,UFO,IGC-31,31,Y,Y,6
O,C30968,UFO,IGC-109,109,Y,Y,6
O,C3096C,UFO,IGC-39,39,Y,Y,6
O,C30978,UFO,IGC-110,110,Y,Y,6
O,C30980,UFO,IGC-111,111,Y,Y,6
O,C30990,UFO,IGC-26,26,Y,Y,6
O,C30994,UFO,IGC-5,5,Y,Y,6
O,C309A0,UFO,IGC-15,15,Y,Y,6
O,C309A4,UFO,IGC-112,112,Y,Y,6
O,C309AC,UFO,IGC-21,21,Y,Y,6
O,C309C0,UFO,IGC-20,20,Y,Y,6
O,C309C4,UFO,IGC-113,113,Y,Y,6
O,C309D0,UFO,IGC-51,51,Y,Y,6
O,C309E4,UFO,IGC-114,114,Y,Y,6
O,C309E8,UFO,IGC-115,115,Y,Y,6
O,C309EC,UFO,IGC-116,116,Y,Y,6
O,C30A00,UFO,IGC-117,117,Y,Y,6
O,C30A10,UFO,IGC-118,118,Y,Y,6
O,C30A18,SZD-50 Puchacz,SP-3233,VL,Y,Y,1
O,C30A1C,UFO,IGC-119,119,Y,Y,6
O,C30A24,UFO,IGC-38,38,Y,Y,6
O,C30A28,UFO,IGC-120,120,Y,Y,6
O,C30A2C,UFO,IGC-121,121,Y,Y,6
O,C30A30,UFO,IGC-27,27,Y,Y,6
O,C30A40,UFO,IGC-42,42,Y,Y,6
O,C30A50,UFO,IGC-11,11,Y,Y,6
O,C30A60,UFO,IGC-40,40,Y,Y,6
O,C30A7C,UFO,IGC-23,23,Y,Y,6
O,C30A84,UFO,IGC-33,33,Y,Y,6
O,C30AC8,UFO,IGC-122,122,Y,Y,6
O,C30AD0,UFO,IGC-123,123,Y,Y,6
O,C32838,LS-1,CUBE3,IBI,Y,Y,1
O,C35001,LS-1 f,IBISEK,AF,Y,Y,1
O,C35002,LS-1 f,CUBE3.5,IBI,Y,Y,1
O,C35003,A380,CUBE3.5,003,Y,Y,1
F,C35004,AS 33,OK-0033,12,Y,Y,1
O,C35005,A380,CUBE3.5,005,Y,Y,1
O,C35006,A380,CUBE3.5,006,Y,Y,1
O,C35007,A380,CUBE3.5,007,Y,Y,1
O,C35008,Ultralight,OKLUD,LUD,Y,Y,3
O,C35009,Towplane,OKLUP,LUP,Y,Y,2
O,C35010,Motorplane,OKLUC,LUC,Y,Y,2
O,C35011,Eurostar EV97,OKAUA33,A33,Y,Y,3
O,C35012,ASW-19,OK-0620,FF,Y,Y,1
O,C35013,A380,CUBE3.5,013,Y,Y,1
O,C35014,A380,CUBE3.5,014,Y,Y,1
O,C35015,A380,CUBE3.5,015,Y,Y,1
O,C35016,A380,CUBE3.5,016,Y,Y,1
O,C35017,A380,CUBE3.5,017,Y,Y,1
O,C35019,Cessna 172,OK-DKK,DKK,Y,Y,2
O,C35020,A380,CUBE3.5,020,Y,Y,1
F,C3B05C,SZD-55,F-CLEF,ST,Y,Y,1
O,C3D028,UFO,POKUS,POK,Y,Y,6
O,C3EB5D,IS-28B2,HA5013,,Y,Y,1
O,C3FC28,SZD-48 Jantar Std 2,80,80,Y,Y,1
O,C42264,UFO,EC-ACF,ACF,Y,Y,6
O,C423BC,UFO,EC-ACM,ACM,Y,Y,6
I,C423F4,Drone/UAV,TEST,BEN,Y,Y,5
O,C424A0,UFO,TB1,TB1,Y,Y,6
F,C424E4,Ground Station,HB-X1,XX,Y,Y,6
O,C4255C,Helicopter,C-GFAQ,,Y,Y,4
O,C425D0,Ground Station,D-TEST,OGN,Y,Y,6
F,C42600,ASK-21,Test,XXX,Y,Y,1
O,C42614,LAK-17 A,N171AK,4,Y,Y,1
O,C42654,Drone/UAV,PK-X001,P01,Y,Y,5
O,C42660,UFO,TB-2,TB,Y,Y,6
O,C426C8,ASW-19,OK-3323,XS,Y,Y,1
F,C42710,PW-5,N197HB,JS,Y,Y,1
F,C47A0E,,,,Y,N,6
O,C4DB5D,,,,N,N,3
O,C4FD43,SZD-38 Jantar 1,Jantar,,Y,Y,1
O,C51DC4,HangGlider,74-02,,Y,Y,6
F,C56EF4,SF-25,D-KLAX,,Y,Y,1
O,C5B21C,Balloon,SP-BTS,,Y,Y,6
O,C5B280,Drone/UAV,Drone,4,Y,Y,5
O,C5B300,PA-28,G-AM01,,Y,Y,2
O,C5C10C,Kestrel,G-BDZG,592,Y,Y,1
O,C5D438,SZD-51 Junior,Sp-3432,JL,Y,Y,1
O,C5D93B,DA20 Katana,HASTQ,HTQ,Y,Y,2
O,C5DC51,Flight Design CTSW,Zsenya,O21,Y,Y,3
O,C5EA40,Paraglider,FW457,CsA,Y,Y,6
I,C63E4C,DA20 Katana,D-EZIC,,Y,Y,2
O,C68E47,SZD-48-1 Jantar Std 2,VM,VM,Y,Y,1
O,C68E49,Other,AC4 AT,,Y,Y,1
F,C7C174,ASG-29E,VH-ZKE,M,Y,Y,1
O,C7CE98,Paraglider,chili3,BAH,Y,Y,6
O,C7E570,Towplane,HA-JUC,,Y,Y,2
O,C7ED45,SZD-48-3 Jantar Std 3,,,Y,Y,1
O,C7FC47,SZD-41 Jantar Std,,,Y,Y,1
O,C7FFA4,Blanik,OK-8200,820,Y,Y,1
I,C8010F,Towplane,ZK-BRB,,Y,Y,2
I,C80190,PA-25 Pawnee,ZK-CEB,CEB,Y,Y,2
F,C80809,ASW-15,ZK-GGD,GD,Y,Y,1
F,C8080E,Libelle Std,ZK-GGK,GK,Y,Y,1
F,C8081B,Libelle Std,ZK-GHF,HF,Y,Y,1
F,C8081D,Std. Astir III,ZK-GNI,NI,Y,Y,1
F,C80837,Libelle Club,ZK-GIP,GIP,Y,Y,1
F,C80857,PIK-20 B,ZK-GKG,GKG,Y,Y,1
F,C80862,Mosquito,ZKGKT,KT,Y,Y,1
F,C80871,LS-3,ZK-GLK,,Y,Y,1
I,C8088B,Twin Astir I,ZK-GMN,MN,Y,Y,1
F,C8088C,Twin Astir II,ZK-GMO,MO,Y,Y,1
F,C80895,DG-200,ZK GNA,"NA",Y,Y,1
F,C80896,DG-100,ZK-GNB,GNB,Y,Y,1
I,C80898,Astir Club,ZK-GND,ND,Y,Y,1
I,C80899,Twin Astir II,ZK-GNE,NE,Y,Y,1
I,C8089B,Std. Astir II,ZK-GNG,NG,Y,Y,1
F,C8089D,LS-4,ZK-GNK,NK,Y,Y,1
F,C8089F,Janus B,ZK-GNN,NN,Y,Y,1
I,C808A1,Astir Club,ZK-GNO,NO,Y,Y,1
F,C808A2,Twin Astir II,ZK-GNP,NP,Y,Y,1
F,C808A5,DG-100,ZK-GNV,NV,Y,Y,1
F,C808AC,DG-100,ZK-GUY,,Y,Y,1
F,C808B2,DG-300,ZK-GOZ,OZ,Y,Y,1
I,C808B6,Discus,ZK-GPV,PV,Y,Y,1
F,C808D0,ASW-20,ZK-GVC,VC,Y,Y,1
I,C808D6,Cirrus Std,ZK-GXA,XA,Y,Y,1
F,C808D7,Discus,ZK-GXC,XC,Y,Y,1
I,C808D8,Discus,ZK-GXN,XN,Y,Y,1
O,C80AC0,DR-400,,,Y,Y,2
I,C80B30,PA-25 Pawnee,ZK-PPA,PPA,Y,Y,2
F,C80B3F,Libelle Std,ZK-GGX,GX,Y,Y,1
I,C80B44,Ventus bT,ZK-GSP,,Y,Y,1
I,C80B67,Hornet,ZK-GOL,OL,Y,Y,1
I,C80BCE,Ventus ct,ZK-GOP,OP,Y,Y,1
F,C80C93,Ventus ct,ZK-GTX,TX,Y,Y,1
F,C80D9B,SZD-50 Puchacz,ZK-GPC,PC,Y,Y,1
F,C80E5E,SZD-50 Puchacz,ZK-GEO,EO,Y,Y,1
I,C80F7C,PA-25 Pawnee,ZK-SUG,SUG,Y,Y,2
I,C81084,Unknown,ZK-OMA,OMA,Y,Y,6
F,C81087,Twin Astir I,ZK-GWZ,WZ,Y,Y,1
I,C810E8,PW-5,ZK-GXF,XF,Y,Y,1
F,C81180,PW-5,ZK-GSN,SN,Y,Y,1
I,C81326,Duo Discus,ZK-GNS,NS,Y,Y,1
F,C81332,PW-5,ZK-GSD,SD,Y,Y,1
F,C814EA,Discus,ZK-GNM,NM,Y,Y,1
F,C814FF,ASW-20,ZK-GVW,VW,Y,Y,1
F,C81507,PW-5,ZK-GTE,TE,Y,Y,1
I,C8150C,PW-6,ZK-GXY,XY,Y,Y,1
I,C8158E,Duo Discus,ZK-GYL,YL,Y,Y,1
I,C81590,Ventus 2cxT,ZK-GZY,ZY,Y,Y,1
I,C81649,Discus,ZK-GEE,EE,Y,Y,1
I,C81669,DG-808 B,ZK-GPM,PM,Y,Y,1
F,C8166C,Ventus 2ct,ZK-GRY,RY,Y,Y,1
F,C816B9,Duo Discus t,ZK-GTT,TT,Y,Y,1
F,C81735,LS-8 18,TK,TK,Y,Y,1
F,C81743,DG-300,ZK-GBA,BA,Y,Y,1
F,C8174D,Stemme S-10,ZKGTR,TR,Y,Y,1
I,C81758,Duo Discus,ZK-GRZ,RZ,Y,Y,1
F,C8182A,LS-6,ZK-GWC,WC,Y,Y,1
I,C81857,ASH-25 MI,ZK-GYJ,YJ,Y,Y,1
